id,created_at,user_name,user_location,full_text,user_followers_count,retweet_count,Candidat,sentiment
1471802727818792963,Fri Dec 17 11:21:29 +0000 2021, Sandra  ,Nancy,RT FDesouche Face  Baba  Stanislas Rigault Gnration Z agress verbalement par Alexis Corbire et Raquel Garrido dans les coulisses,10859,139,Jean-luc M̩lenchon,0.0
1471800980744425472,Fri Dec 17 11:14:33 +0000 2021,Stphane RODETEVICH Matricule 10587 ,Paris France,edward69546570 ckorentin88 marxgnt RomainSpy ChTaubira Je tinvite  lire lavenir en commun Tu peux le trouver en ligne Une fois la constituante convoque et les dcisions entrines Mlenchon a dit quil sen irait,961,0,Jean-luc M̩lenchon,0.08
1471800448298409994,Fri Dec 17 11:12:26 +0000 2021,Adam ,,crisietoutcourt VANPRAETAlain Combattre le capitalisme en votant Mlenchon voil la solution,193,0,Jean-luc M̩lenchon,0.0
1471795308573208581,Fri Dec 17 10:52:00 +0000 2021,DjuDju13,,gerardfiloche La dimension du melon de Jado Melenchon et consorts de gauche est inversement proportionnelle  leurs sondages La gauche la plus bte du monde va  labattoir avec force et conviction,303,0,Jean-luc M̩lenchon,-0.05666666666666667
1471799998102781957,Fri Dec 17 11:10:38 +0000 2021,HaraKiri 20,Ciel,"tnexusFr RTLFrance Ah parce que vous incluez Mlenchon dans la gauche 
Donc la question cest plutot Taubira peut elle runir lextrme gauche et la gauche ",34,0,Jean-luc M̩lenchon,-0.16
1471797600319938561,Fri Dec 17 11:01:07 +0000 2021,,Yvelines IledeFrance,"RT Pollotron2022 Nouveau sondage Opinion Way  1512  T1 
 Macron 216264  Tendance  244
 Pcresse 149191  144
 Le Pe",475,4,Jean-luc M̩lenchon,0.34
1471797458737025025,Fri Dec 17 11:00:33 +0000 2021, ,Amsterdam PaysBas ,RT MarxFanAccount a parle beaucoup des fanzouzes de Mlenchon mais les fanzouzes de Taubira cest quand mme un sacr level sachant que,1581,22,Jean-luc M̩lenchon,0.1
1471796682576863236,Fri Dec 17 10:57:28 +0000 2021,Logiques,Dunkerque,RT FDesouche Face  Baba  Stanislas Rigault Gnration Z agress verbalement par Alexis Corbire et Raquel Garrido dans les coulisses,135,140,Jean-luc M̩lenchon,0.0
1471802096609632262,Fri Dec 17 11:18:59 +0000 2021,rFranceInsoumise,France,Guadeloupe  lexaspration est lgitime via rmelenchon httpstcooJjnhAnZ4u httpstco3fIybUxw7i,4,0,Jean-luc M̩lenchon,0.0
1471795837902770178,Fri Dec 17 10:54:07 +0000 2021,MORGAN,,RT FrancoisCherix Quand jentends MM Mlenchon ou Zemmour salir leur pays et souhaiter son explosion je pense que des milliers dEurop,423,87,Jean-luc M̩lenchon,0.0
1471795346573611013,Fri Dec 17 10:52:09 +0000 2021,Olivia,,RT FDesouche Stanislas Rigault Gnration Z mouche Alexis Corbire porteparole de JeanLuc Mlenchon qui le prenait  partie   Re,436,585,Jean-luc M̩lenchon,0.0
1471802099130318858,Fri Dec 17 11:18:59 +0000 2021,elise alienor,,RT FrancoisCherix Quand jentends MM Mlenchon ou Zemmour salir leur pays et souhaiter son explosion je pense que des milliers dEurop,742,87,Jean-luc M̩lenchon,0.0
1471800921189408769,Fri Dec 17 11:14:19 +0000 2021,EddyBZH Macron2022EnsembleCitoyens,Quimper,RT FrancoisCherix Quand jentends MM Mlenchon ou Zemmour salir leur pays et souhaiter son explosion je pense que des milliers dEurop,414,87,Jean-luc M̩lenchon,0.0
1471796028072411136,Fri Dec 17 10:54:52 +0000 2021,   ,Lotharingie,"RT PapyMuppet Prediction politique
Melenchon daprs vous combien autiendrail  la Presidentielle2022
Merci de Rt",1117,9,Jean-luc M̩lenchon,0.15
1471795431093186560,Fri Dec 17 10:52:30 +0000 2021,,        ,zefrenchy TheThomasVDB On est prt  partager le programme de Melenchon avec toi et tous ceux qui le veulent,174,0,Jean-luc M̩lenchon,0.22
1471796502385287175,Fri Dec 17 10:56:45 +0000 2021,Pou Lou,,RT VANPRAETAlain Oui Mlenchon a des dfauts mais il a surtout des qualits  son indniable talent personnel et son exprience ses qu,18,41,Jean-luc M̩lenchon,0.12
1471797477711962113,Fri Dec 17 11:00:38 +0000 2021,ALIX B   Sadi,Mon logiciel 2 montage ou ,RT Taousertova93 idrissaberkane Melenchon sest vrailent battu dans les faits a lassemblee nationale ckntreble pass sanitaire et lobli,898,1,Jean-luc M̩lenchon,-0.15
1471798423099744258,Fri Dec 17 11:04:23 +0000 2021,Jules ,,MarxFanAccount ChTaubira Je voterais Mlenchon mais vous savez pertinemment quon na aucune chance dans ces conditions Il faut que quelque chose se passe,107,0,Jean-luc M̩lenchon,0.0
1471797712022429697,Fri Dec 17 11:01:33 +0000 2021,La Biche,,RT debosolau Mdr jai hte de voir ses premiers sondages parce quelle est capable de faire mieux que Mlenchon qui dpasse pas les 10 d,193,2,Jean-luc M̩lenchon,0.425
1471798164319526915,Fri Dec 17 11:03:21 +0000 2021,klnow69,Toulouse France,Olimas91 Tout sauf zemmour lepen Mlenchon les extrmistes de services le pays n a pas besoin de fou,607,0,Jean-luc M̩lenchon,0.105
1471797315761545217,Fri Dec 17 10:59:59 +0000 2021,ReconquteArpajon,IledeFrance France,RT GWGoldnadel Ou sur la radio active de sevice public aux infos de 13h  E Zemmour candidat dextrmedroite  alors que son parti,756,1350,Jean-luc M̩lenchon,0.0
1471801086059159553,Fri Dec 17 11:14:58 +0000 2021,regarddefrance,,MaudPK Comme  leur habitude Corbiere Garrido sont dns linvective permanente avec violence  laFranceinsoumise saffiche melenchon,70,0,Jean-luc M̩lenchon,0.0
1471796688595693575,Fri Dec 17 10:57:29 +0000 2021,Oscarus59,Valenciennes France,FrDesouche EleonoreLP RaquelGarridoFr alexiscorbiere stanislasrig Le deconstruction de la France la vulgarit la violenceNavrant  pour des lus de la rpublique Normal MELENCHON est leur guide suprme,44,0,Jean-luc M̩lenchon,0.17
1471797704678428674,Fri Dec 17 11:01:32 +0000 2021,Sandy41,,RT FDesouche Stanislas Rigault Gnration Z mouche Alexis Corbire porteparole de JeanLuc Mlenchon qui le prenait  partie   Re,229,585,Jean-luc M̩lenchon,0.0
1471796345749098503,Fri Dec 17 10:56:08 +0000 2021,Patrice Gohier,Faade atlantique,DrMarlone Cest sr quils nauraient pas choisi une photo aussi positive pour Mlenchon ,217,0,Jean-luc M̩lenchon,-0.025
1471803011781599234,Fri Dec 17 11:22:37 +0000 2021,VassiviereJLM2022 AEC LFI,La rgle verte maintenant ,RT 54Lilly Alors  Tout le monde a compris  prsent larnaque de la Primaire Populaire  Dmolir JL Melenchon pousser Taubira leur seul,4667,3,Jean-luc M̩lenchon,0.20666666666666667
1471801633864617993,Fri Dec 17 11:17:08 +0000 2021,Jean Piboule,,RT FrancoisCherix Quand jentends MM Mlenchon ou Zemmour salir leur pays et souhaiter son explosion je pense que des milliers dEurop,196,87,Jean-luc M̩lenchon,0.0
1471800323169730560,Fri Dec 17 11:11:56 +0000 2021,Daniell,,RT FrancoisCherix Quand jentends MM Mlenchon ou Zemmour salir leur pays et souhaiter son explosion je pense que des milliers dEurop,821,87,Jean-luc M̩lenchon,0.0
1471797693966127111,Fri Dec 17 11:01:29 +0000 2021,Jomaggio,,"RT citoyenneFrance les 2 vidos o en coulisse Garrido et Corbire insultent stanislasRigault  FaceABaba Zemmour2022 
httpstcocXt",108,1,Jean-luc M̩lenchon,0.0
1471798407706595337,Fri Dec 17 11:04:19 +0000 2021,Bertrand de Jerphanion,,RT FrancoisCherix Quand jentends MM Mlenchon ou Zemmour salir leur pays et souhaiter son explosion je pense que des milliers dEurop,617,87,Jean-luc M̩lenchon,0.0
1471798050846920705,Fri Dec 17 11:02:54 +0000 2021,DjuDju13,,ChTaubira Inutile dattendre jusque mi janvier  vous pouvez dj laisser tomber votre ide Face aux melons aussi dmesurs que pitoyables de Melenchon Jadot et consort vous navez aucune chance de rassembler quiconque La gauche la  bte du monde va  labattoir avec conviction,303,0,Jean-luc M̩lenchon,-0.22
1471799115474423814,Fri Dec 17 11:07:08 +0000 2021,Sheeez,Paris France,"RT MaximeLledo tre attentif au phnomne Zemmour cest couter cet auditeur lors de son passage sur France Inter 

lecteur de gauche d",125,629,Jean-luc M̩lenchon,0.21999999999999997
1471802914385580034,Fri Dec 17 11:22:14 +0000 2021,Marcoditpolo,,soulstation612 brutofficiel ChTaubira Melenchon et Union  Faut arrter un peu avec ce petit tyran ,38,0,Jean-luc M̩lenchon,0.030000000000000002
1471802472616402946,Fri Dec 17 11:20:28 +0000 2021,ROUDIER Jordan,IledeFrance France,RT FDesouche Stanislas Rigault Gnration Z mouche Alexis Corbire porteparole de JeanLuc Mlenchon qui le prenait  partie   Re,978,584,Jean-luc M̩lenchon,0.0
1471798208313577472,Fri Dec 17 11:03:32 +0000 2021,Bilou,ConflanssainteHonorine,RT avenirencommun Abolition de lesclavage  la libert rtablit lgalit   Discours sur lesclavage en Guadeloupe httpstcocjqWqx,3339,13,Jean-luc M̩lenchon,0.0
1471797554358755333,Fri Dec 17 11:00:56 +0000 2021,Sabri B ,Rgime de Vichy 20,RT MarxFanAccount a parle beaucoup des fanzouzes de Mlenchon mais les fanzouzes de Taubira cest quand mme un sacr level sachant que,569,22,Jean-luc M̩lenchon,0.1
1471800263828807682,Fri Dec 17 11:11:42 +0000 2021,K Dichon,Bordeaux,micheledelaunay Il y a du Mlenchon dans son je ne serai pas une candidate de plus Ralliezvous  mon panache blanc ou rien ,1492,0,Jean-luc M̩lenchon,0.1
1471801758980706304,Fri Dec 17 11:17:38 +0000 2021,DOMINIQUE PRUDHON,,"RT blastfrance Sortie de leuro  quels sont les risques 

En 2017",202,8,Jean-luc M̩lenchon,0.0
1471800478547824643,Fri Dec 17 11:12:33 +0000 2021,Pingoo,Antarctique,et cest mon principal problme avec LFI et le fait que Mlenchon nait pas pass la main Ca et le QI ngatif du couple habitu des plateaux,30343,0,Jean-luc M̩lenchon,0.1
1471796724893200385,Fri Dec 17 10:57:38 +0000 2021,BELLONE EASY,,Papa Mlenchon ne va pas tre content  httpstcoZ1ozvm8Odf httpstcoDCdEA9Hy7c,66,0,Jean-luc M̩lenchon,0.65
1471797178691735553,Fri Dec 17 10:59:26 +0000 2021,joeguer76,Haute Normandie,RT generalklaus1 Face  Baba  Stanislas Rigault Gnration Z agress verbalement par Alexis Corbire et Raquel Garrido dans les coulis,1146,3,Jean-luc M̩lenchon,0.0
1471799794360332288,Fri Dec 17 11:09:50 +0000 2021,C Clerc matricule 568 classe 3  ,,"RT YagaBaba1984 Quelle se rallie  Mlenchon 
Elle na pas bataill pendant 5 ans autant que la FI Elle a boss pour Hollande avec Val",6097,2,Jean-luc M̩lenchon,0.0
1471799155433615365,Fri Dec 17 11:07:18 +0000 2021,Le S,,LichaMentality H67054493H GuiraudInd Si a peut taider  dormir Je surligne mme si tu veux Je partage videmment les ides de la politique de Mlenchon nanmoins je trouve que le sujet Pass Sanitaire est pass sous silence alors que ce qui ce passe pour les non vaccins est  gerber choquant et inadmissible,5,0,Jean-luc M̩lenchon,0.098
1471801116623056899,Fri Dec 17 11:15:05 +0000 2021,Guillermo Estevan,France,ChTaubira Mm ChTaubira  jai beaucoup de respect pour vous mais il faut se rendre  lvidence  vous tes malheureusement bien trop clivante pour gagner un 2d tour et cest bien a qui compte Comme Mlenchon dailleurs Alors que faire La gauche est dans une impasse et a me dsole,9,0,Jean-luc M̩lenchon,-0.062
1471800156941164544,Fri Dec 17 11:11:16 +0000 2021,MaxleGone,,JulesTorres17 RaquelGarridoFr alexiscorbiere stanislasrig ZemmourEric Cyrilhanouna Valeurs Mlenchon est quand mme bien entour  a va encore faire 5,374,0,Jean-luc M̩lenchon,0.0
1471798110993227776,Fri Dec 17 11:03:09 +0000 2021,RflexionsPragmatiques,,RT MarxFanAccount a parle beaucoup des fanzouzes de Mlenchon mais les fanzouzes de Taubira cest quand mme un sacr level sachant que,2743,22,Jean-luc M̩lenchon,0.1
1471801517418106880,Fri Dec 17 11:16:41 +0000 2021,Marie Madeleine,,RT FDesouche Face  Baba  Stanislas Rigault Gnration Z agress verbalement par Alexis Corbire et Raquel Garrido dans les coulisses,797,139,Jean-luc M̩lenchon,0.0
